"code","name","years","year","age","mx","mx_f","mx_m","lx","lx_f","lx_m","ex","ex_f","ex_m","Total","Male","Female","best_practice","best_practice_alt"
"BLR","Belarus","(1965,1970]",1968,87,0.132302,0.122542,0.1563,0.21358,0.269934,0.137252,5.616,5.922,4.9,7092.446,2061.978,5030.468,0,1
"BLR","Belarus","(1965,1970]",1968,88,0.147086,0.134278,0.179854,0.187134,0.23883,0.117378,5.342,5.628,4.642,5646.356,1591.102,4055.254,0,1
"BLR","Belarus","(1965,1970]",1968,89,0.146352,0.136298,0.173,0.16146,0.20874,0.09799,5.112,5.368,4.466,4433.262,1204.136,3229.126,0,1
"BLR","Belarus","(1965,1970]",1968,91,0.148024,0.136342,0.181702,0.115092,0.151496,0.066586,4.758,5.008,4.094,2698.554,688.082,2010.472,0,1
"BLR","Belarus","(1965,1970]",1968,92,0.172816,0.158314,0.216518,0.099236,0.132166,0.055516,4.436,4.664,3.808,2242.388,563.392,1678.996,0,1
"BLR","Belarus","(1965,1970]",1968,93,0.192736,0.178206,0.237762,0.083456,0.112782,0.044694,4.18,4.378,3.608,1818.516,441.732,1376.784,0,1
"BLR","Belarus","(1965,1970]",1968,94,0.209576,0.197066,0.249194,0.068812,0.094362,0.035258,3.964,4.136,3.446,1476.958,345.904,1131.054,0,1
"BLR","Belarus","(1965,1970]",1968,95,0.222978,0.210448,0.264868,0.055784,0.077468,0.027492,3.776,3.93,3.282,1155.542,266.742,888.8,0,1
"BLR","Belarus","(1965,1970]",1968,96,0.23695,0.224488,0.28116,0.044618,0.062754,0.021108,3.596,3.736,3.126,861.726,199.066,662.66,0,1
"BLR","Belarus","(1965,1970]",1968,97,0.251496,0.239178,0.298036,0.035192,0.050124,0.01595,3.426,3.554,2.98,627.736,142.824,484.912,0,1
"BLR","Belarus","(1965,1970]",1968,98,0.266598,0.254512,0.31548,0.027352,0.039454,0.011856,3.27,3.378,2.846,447.628,94.404,353.224,0,1
"BLR","Belarus","(1965,1970]",1968,99,0.28225,0.27048,0.333448,0.02094,0.03058,0.008664,3.118,3.216,2.714,307.576,59.216,248.36,0,1
"BLR","Belarus","(1965,1970]",1968,100,0.298446,0.28706,0.351906,0.015776,0.023326,0.006224,2.974,3.064,2.596,209.928,39.048,170.88,0,1
"BLR","Belarus","(1965,1970]",1968,101,0.31516,0.304232,0.3708,0.011694,0.0175,0.004396,2.848,2.922,2.482,148.486,25.862,122.624,0,1
"BLR","Belarus","(1965,1970]",1968,102,0.332376,0.321964,0.390084,0.008524,0.012902,0.003046,2.722,2.788,2.38,106.466,17.514,88.952,0,1
"BLR","Belarus","(1965,1970]",1968,103,0.35006,0.34022,0.409708,0.006104,0.009344,0.002072,2.606,2.662,2.282,72.764,11.634,61.13,0,1
"BLR","Belarus","(1965,1970]",1968,104,0.36819,0.358962,0.429598,0.004292,0.006646,0.00139,2.5,2.55,2.192,52.554,7.43,45.124,0,1
"BLR","Belarus","(1965,1970]",1968,105,0.386728,0.378142,0.4497,0.002966,0.00464,0.000912,2.398,2.444,2.108,35.33,4.528,30.802,0,1
"BLR","Belarus","(1965,1970]",1968,106,0.405632,0.39771,0.469944,0.00201,0.003172,0.000586,2.308,2.346,2.034,23.122,2.594,20.528,0,1
"BLR","Belarus","(1965,1970]",1968,107,0.424858,0.417604,0.490264,0.001334,0.002128,0.000372,2.226,2.258,1.964,15.082,1.344,13.738,0,1
"BLR","Belarus","(1965,1970]",1968,108,0.44436,0.437766,0.510596,0.00087,0.0014,0.00023,2.158,2.186,1.908,9.444,0.494,8.95,0,1
"BLR","Belarus","(1965,1970]",1968,109,0.464076,0.458136,0.53086,0.000556,0.000904,0.000144,2.102,2.128,1.86,5.574,0,5.574,0,1
"BLR","Belarus","(1970,1975]",1973,81,0.080546,0.069664,0.104828,0.380506,0.468488,0.266044,7.602,8.082,6.54,20706.046,6223.008,14483.038,0,1
"BLR","Belarus","(1970,1975]",1973,83,0.098624,0.088324,0.125498,0.320224,0.402346,0.2135,6.846,7.242,5.904,17576.186,4721.69,12854.496,0,1
"BLR","Belarus","(1970,1975]",1973,84,0.109452,0.099706,0.136906,0.290144,0.36833,0.18832,6.502,6.864,5.626,15575.186,4038.326,11536.86,0,1
"BLR","Belarus","(1970,1975]",1973,85,0.119986,0.110136,0.148348,0.26004,0.33336,0.164224,6.198,6.534,5.376,13289.878,3449.2,9840.678,0,1
"BLR","Belarus","(1970,1975]",1973,86,0.128276,0.118268,0.157048,0.230652,0.298614,0.141584,5.926,6.236,5.158,11119.49,2941.382,8178.108,0,1
"BLR","Belarus","(1970,1975]",1973,87,0.13337,0.125248,0.156334,0.202842,0.265258,0.120972,5.668,5.954,4.954,9231.918,2473.614,6758.304,0,1
"BLR","Belarus","(1970,1975]",1973,88,0.14474,0.133704,0.174976,0.17754,0.234048,0.103502,5.406,5.682,4.708,7622.972,2051.348,5571.624,0,1
"BLR","Belarus","(1970,1975]",1973,89,0.148096,0.137074,0.17856,0.153584,0.20473,0.086826,5.168,5.424,4.512,6344.906,1703.67,4641.236,0,1
"BLR","Belarus","(1970,1975]",1973,90,0.167264,0.15613,0.198544,0.132456,0.178502,0.072678,4.918,5.152,4.296,5239.916,1395.96,3843.956,0,1
"BLR","Belarus","(1970,1975]",1973,91,0.160726,0.149754,0.191876,0.112046,0.152674,0.059612,4.724,4.938,4.132,4200.144,1093.116,3107.028,0,1
"BLR","Belarus","(1970,1975]",1973,92,0.177476,0.164432,0.216916,0.09541,0.13143,0.049226,4.458,4.654,3.9,3237.458,808.708,2428.75,0,1
"BLR","Belarus","(1970,1975]",1973,93,0.183918,0.172148,0.221034,0.079892,0.11148,0.039648,4.23,4.398,3.726,2460.224,589.726,1870.498,0,1
"BLR","Belarus","(1970,1975]",1973,94,0.212694,0.20103,0.250848,0.06649,0.093876,0.031792,3.982,4.13,3.526,1838.462,421.542,1416.92,0,1
"BLR","Belarus","(1970,1975]",1973,95,0.219846,0.20926,0.25692,0.053706,0.076716,0.024732,3.812,3.944,3.392,1351.94,291.798,1060.142,0,1
"BLR","Belarus","(1970,1975]",1973,96,0.233774,0.223268,0.27135,0.043098,0.062214,0.01913,3.63,3.748,3.242,1013.428,211.288,802.14,0,1
"BLR","Belarus","(1970,1975]",1973,97,0.248324,0.237932,0.286278,0.034104,0.049746,0.014582,3.458,3.564,3.102,788.974,160.836,628.138,0,1
"BLR","Belarus","(1970,1975]",1973,98,0.263494,0.253244,0.30169,0.026594,0.039194,0.010952,3.296,3.39,2.97,604.596,119.006,485.59,0,1
"BLR","Belarus","(1970,1975]",1973,99,0.279272,0.269192,0.317552,0.020426,0.030408,0.0081,3.14,3.226,2.842,447.7,85.116,362.584,0,1
"BLR","Belarus","(1970,1975]",1973,100,0.295642,0.285762,0.333852,0.01544,0.023216,0.005894,2.996,3.072,2.726,312.776,57.298,255.478,0,1
"BLR","Belarus","(1970,1975]",1973,101,0.312578,0.302928,0.350558,0.01148,0.01743,0.004222,2.862,2.93,2.612,210.766,37.278,173.488,0,1
"BLR","Belarus","(1970,1975]",1973,102,0.330054,0.320656,0.367634,0.008392,0.012862,0.002974,2.734,2.794,2.51,139.212,23.346,115.866,0,1
"BLR","Belarus","(1970,1975]",1973,103,0.348036,0.338922,0.385044,0.006026,0.009322,0.002058,2.616,2.67,2.414,91.874,13.984,77.89,0,1
"BLR","Belarus","(1970,1975]",1973,104,0.366482,0.357674,0.402752,0.004248,0.00663,0.0014,2.506,2.552,2.322,58.534,7.998,50.536,0,1
"BLR","Belarus","(1970,1975]",1973,105,0.385348,0.376874,0.420714,0.002942,0.004628,0.000936,2.402,2.448,2.238,35.262,4.318,30.944,0,1
"BLR","Belarus","(1970,1975]",1973,106,0.40458,0.396468,0.438882,0.001996,0.003166,0.000614,2.31,2.35,2.16,21.952,2.326,19.626,0,1
"BLR","Belarus","(1970,1975]",1973,107,0.424128,0.416398,0.457216,0.001328,0.002126,0.000396,2.228,2.262,2.092,13.436,1.116,12.32,0,1
"BLR","Belarus","(1970,1975]",1973,108,0.44393,0.436604,0.47566,0.000868,0.001398,0.000252,2.158,2.19,2.032,7.48,0.396,7.084,0,1
"BLR","Belarus","(1970,1975]",1973,109,0.463922,0.457022,0.494168,0.000556,0.000898,0.000154,2.102,2.13,1.984,4.546,0.116,4.43,0,1
"BLR","Belarus","(1975,1980]",1978,91,0.177554,0.166042,0.21784,0.095052,0.135906,0.045462,4.576,4.828,3.82,5169.462,1176.536,3992.926,0,1
"BLR","Belarus","(1975,1980]",1978,92,0.196268,0.181862,0.246734,0.079602,0.115124,0.03659,4.37,4.61,3.63,4125.096,939.192,3185.904,0,1
"BLR","Belarus","(1975,1980]",1978,93,0.194784,0.177672,0.255452,0.065448,0.096014,0.02863,4.21,4.432,3.504,3270.26,731.984,2538.276,0,1
"BLR","Belarus","(1975,1980]",1978,94,0.207792,0.195322,0.254096,0.053864,0.0804,0.022174,4.008,4.198,3.386,2617.63,579.764,2037.866,0,1
"BLR","Belarus","(1975,1980]",1978,95,0.222868,0.209874,0.274118,0.043756,0.06612,0.017214,3.822,3.998,3.222,2067.974,455.366,1612.608,0,1
"BLR","Belarus","(1975,1980]",1978,96,0.235508,0.222386,0.288884,0.035012,0.053594,0.013096,3.652,3.814,3.084,1574.556,335.528,1239.028,0,1
"BLR","Belarus","(1975,1980]",1978,97,0.24866,0.235422,0.304112,0.027662,0.042898,0.009816,3.494,3.642,2.956,1150.804,233.088,917.716,0,1
"BLR","Belarus","(1975,1980]",1978,98,0.262324,0.248974,0.319782,0.021566,0.033886,0.007246,3.34,3.48,2.828,845.76,163.98,681.78,0,1
"BLR","Belarus","(1975,1980]",1978,99,0.276488,0.263042,0.335862,0.01658,0.026406,0.005264,3.198,3.328,2.714,599.932,111.978,487.954,0,1
"BLR","Belarus","(1975,1980]",1978,100,0.291144,0.277608,0.35233,0.012566,0.020284,0.003766,3.066,3.184,2.604,419.884,75.59,344.294,0,1
"BLR","Belarus","(1975,1980]",1978,101,0.306272,0.292666,0.369162,0.009386,0.015354,0.002648,2.938,3.048,2.504,291.252,51.812,239.44,0,1
"BLR","Belarus","(1975,1980]",1978,102,0.321856,0.308186,0.386306,0.0069,0.011446,0.001832,2.818,2.92,2.408,200.2,35.61,164.59,0,1
"BLR","Belarus","(1975,1980]",1978,103,0.337874,0.324156,0.40374,0.004994,0.008402,0.001244,2.702,2.798,2.318,134.008,23.296,110.712,0,1
"BLR","Belarus","(1975,1980]",1978,104,0.354298,0.340544,0.42141,0.003554,0.006064,0.00083,2.6,2.688,2.236,88.888,15.08,73.808,0,1
"BLR","Belarus","(1975,1980]",1978,105,0.371106,0.357322,0.439286,0.00249,0.004306,0.000546,2.502,2.584,2.156,55.304,9.18,46.124,0,1
"BLR","Belarus","(1975,1980]",1978,106,0.38825,0.374456,0.457312,0.001716,0.003006,0.000352,2.412,2.492,2.086,31.968,4.988,26.98,0,1
"BLR","Belarus","(1975,1980]",1978,107,0.405712,0.391914,0.475446,0.00116,0.00206,0.000224,2.332,2.404,2.02,18.056,2.486,15.57,0,1
"BLR","Belarus","(1975,1980]",1978,108,0.423438,0.409644,0.493642,0.00077,0.001388,0.00014,2.264,2.334,1.966,9.634,0.906,8.728,0,1
"BLR","Belarus","(1975,1980]",1978,109,0.44139,0.427616,0.51185,0.000504,0.00092,8.4e-05,2.214,2.278,1.918,4.498,0.188,4.31,0,1
"BLR","Belarus","(1980,1985]",1983,92,0.197838,0.184264,0.250678,0.070512,0.105402,0.02984,4.222,4.434,3.472,4751.26,931.544,3819.716,0,1
"BLR","Belarus","(1980,1985]",1983,93,0.210102,0.197982,0.26146,0.057952,0.087782,0.023284,4.036,4.232,3.316,3929.294,717.5,3211.794,0,1
"BLR","Belarus","(1980,1985]",1983,94,0.227988,0.218292,0.27288,0.047032,0.072094,0.017974,3.86,4.044,3.158,3137.276,547.014,2590.262,0,1
"BLR","Belarus","(1980,1985]",1983,95,0.232846,0.21782,0.297856,0.037524,0.058082,0.013706,3.724,3.908,2.994,2395.346,418.872,1976.474,0,1
"BLR","Belarus","(1980,1985]",1983,96,0.245342,0.230324,0.314482,0.029804,0.046828,0.010204,3.568,3.736,2.862,1812.742,322.624,1490.118,0,1
"BLR","Belarus","(1980,1985]",1983,97,0.258246,0.24332,0.331588,0.023382,0.0373,0.007476,3.42,3.572,2.738,1387.322,244.708,1142.614,0,1
"BLR","Belarus","(1980,1985]",1983,98,0.271558,0.256798,0.349144,0.018124,0.029338,0.005388,3.278,3.42,2.62,1052.508,182.638,869.87,0,1
"BLR","Belarus","(1980,1985]",1983,99,0.285266,0.270754,0.36711,0.013866,0.02278,0.003818,3.146,3.272,2.51,798.62,135.904,662.716,0,1
"BLR","Belarus","(1980,1985]",1983,100,0.299362,0.285172,0.385446,0.01047,0.017452,0.002656,3.024,3.138,2.404,605.962,100.22,505.742,0,1
"BLR","Belarus","(1980,1985]",1983,101,0.313834,0.300038,0.4041,0.007798,0.013182,0.00182,2.904,3.006,2.312,446.928,70.8,376.128,0,1
"BLR","Belarus","(1980,1985]",1983,102,0.328668,0.315332,0.423022,0.005728,0.00982,0.001224,2.794,2.884,2.222,315.992,47.494,268.498,0,1
"BLR","Belarus","(1980,1985]",1983,103,0.343844,0.33103,0.442164,0.004148,0.007208,0.000806,2.688,2.77,2.138,221.212,31.882,189.33,0,1
"BLR","Belarus","(1980,1985]",1983,104,0.359354,0.347108,0.461464,0.002964,0.005212,0.000522,2.59,2.664,2.058,151.808,20.782,131.026,0,1
"BLR","Belarus","(1980,1985]",1983,105,0.375172,0.363536,0.48087,0.002082,0.003712,0.000332,2.498,2.564,1.988,103.446,13.514,89.932,0,1
"BLR","Belarus","(1980,1985]",1983,106,0.391272,0.380284,0.500322,0.001442,0.002604,0.000208,2.414,2.476,1.922,70.046,8.906,61.14,0,1
"BLR","Belarus","(1980,1985]",1983,107,0.407628,0.39731,0.519754,0.000984,0.001794,0.000128,2.342,2.394,1.86,47.228,5.638,41.59,0,1
"BLR","Belarus","(1980,1985]",1983,108,0.424218,0.414582,0.539116,0.00066,0.001218,7.6e-05,2.278,2.322,1.81,31.128,3.258,27.87,0,1
"BLR","Belarus","(1980,1985]",1983,109,0.441006,0.43206,0.558344,0.000436,0.000812,4.4e-05,2.226,2.272,1.766,20.212,1.792,18.42,0,1
"BLR","Belarus","(1985,1990]",1988,93,0.214152,0.199546,0.270724,0.053362,0.077828,0.023134,3.848,4.026,3.174,3289.808,676.214,2613.594,0,1
"BLR","Belarus","(1985,1990]",1988,94,0.224402,0.209356,0.287698,0.043064,0.06376,0.01761,3.648,3.804,3.01,2724.312,527.268,2197.044,0,1
"BLR","Belarus","(1985,1990]",1988,95,0.251536,0.23844,0.311946,0.034404,0.051722,0.013188,3.442,3.574,2.852,2276.882,403.408,1873.474,0,1
"BLR","Belarus","(1985,1990]",1988,96,0.266152,0.253256,0.330108,0.026744,0.040746,0.009638,3.288,3.406,2.718,1870.182,305.494,1564.688,0,1
"BLR","Belarus","(1985,1990]",1988,97,0.281276,0.26867,0.348792,0.02049,0.03163,0.006914,3.142,3.246,2.598,1468.8,228.92,1239.88,0,1
"BLR","Belarus","(1985,1990]",1988,98,0.2969,0.28466,0.367954,0.015464,0.024178,0.004868,3.004,3.094,2.482,1122.71,167.752,954.958,0,1
"BLR","Belarus","(1985,1990]",1988,99,0.313006,0.301206,0.38754,0.011488,0.018188,0.00336,2.87,2.952,2.374,840.506,117.992,722.514,0,1
"BLR","Belarus","(1985,1990]",1988,100,0.329576,0.318286,0.407492,0.008398,0.01346,0.002274,2.75,2.822,2.274,623.586,83.648,539.938,0,1
"BLR","Belarus","(1985,1990]",1988,101,0.346584,0.335864,0.42775,0.00604,0.009792,0.001504,2.632,2.696,2.18,460.552,58.524,402.028,0,1
"BLR","Belarus","(1985,1990]",1988,102,0.364008,0.3539,0.448254,0.004268,0.006996,0.000976,2.528,2.582,2.094,343.89,40.374,303.516,0,1
"BLR","Belarus","(1985,1990]",1988,103,0.381814,0.372364,0.46893,0.002966,0.004914,0.000622,2.426,2.474,2.014,254.03,27.308,226.722,0,1
"BLR","Belarus","(1985,1990]",1988,104,0.399972,0.3912,0.48971,0.002024,0.003386,0.000386,2.332,2.372,1.938,187.428,18.472,168.956,0,1
"BLR","Belarus","(1985,1990]",1988,105,0.418438,0.410356,0.510524,0.001358,0.00229,0.000236,2.244,2.282,1.868,138.048,12.292,125.756,0,1
"BLR","Belarus","(1985,1990]",1988,106,0.437172,0.429786,0.5313,0.000892,0.00152,0.000142,2.168,2.194,1.806,99.458,7.782,91.676,0,1
"BLR","Belarus","(1985,1990]",1988,107,0.456126,0.449426,0.551962,0.000574,0.00099,8.2e-05,2.094,2.118,1.748,68.736,4.556,64.18,0,1
"BLR","Belarus","(1985,1990]",1988,108,0.475246,0.469218,0.572442,0.000364,0.00063,4.8e-05,2.032,2.054,1.7,46.962,2.582,44.38,0,1
"BLR","Belarus","(1985,1990]",1988,109,0.494488,0.489102,0.592678,0.000226,0.000396,2.6e-05,1.982,2.004,1.662,31.338,1.172,30.166,0,1
"CAN","Canada","(1920,1925]",1923,86,0.19011,0.176268,0.207246,0.100844,0.112464,0.089846,4.33,4.518,4.102,3998.772,1787.242,2211.53,0,1
"CAN","Canada","(1920,1925]",1923,88,0.215428,0.203658,0.230726,0.068072,0.077568,0.059018,3.956,4.114,3.75,2574.96,1115.418,1459.542,0,1
"CAN","Canada","(1955,1960]",1958,80,0.093512,0.08256,0.105692,0.348502,0.429674,0.283132,6.672,7.124,6.178,35212.05,16701.41,18510.64,0,1
"CAN","Canada","(1960,1965]",1963,80,0.08714,0.07448,0.101778,0.367986,0.462846,0.289502,6.856,7.372,6.29,43021.38,19983.014,23038.366,0,1
"CAN","Canada","(1965,1970]",1968,80,0.084804,0.070678,0.102728,0.389762,0.49755,0.296464,7.132,7.748,6.418,48575.696,21577.41,26998.286,0,1
"CAN","Canada","(1970,1975]",1973,80,0.07912,0.064532,0.10021,0.410218,0.524032,0.307672,7.344,8.03,6.476,51987.154,21440.596,30546.558,0,1
"CAN","Canada","(1970,1975]",1973,82,0.096098,0.080318,0.119538,0.347944,0.458022,0.249804,6.482,7.046,5.748,42831.516,17449.564,25381.952,0,1
"CAN","Canada","(1975,1980]",1978,80,0.073034,0.058246,0.096448,0.44151,0.559592,0.33177,7.846,8.602,6.768,56867.606,22026.11,34841.496,0,1
"CAN","Canada","(1975,1980]",1978,81,0.079022,0.063988,0.103636,0.410422,0.527942,0.301258,7.4,8.088,6.402,51800.56,19705.058,32095.502,0,1
"CAN","Canada","(1975,1980]",1978,82,0.087428,0.072104,0.11314,0.379246,0.495232,0.27159,6.968,7.588,6.048,46407.888,17425.614,28982.274,0,1
"CAN","Canada","(1975,1980]",1978,83,0.094514,0.078608,0.121752,0.347508,0.46079,0.242528,6.56,7.114,5.712,41671.192,15451.236,26219.956,0,1
"CAN","Canada","(1980,1985]",1983,75,0.043402,0.03143,0.059614,0.6179,0.715914,0.521278,10.704,11.942,9.104,108018.588,45899.35,62119.238,0,1
"CAN","Canada","(1980,1985]",1983,77,0.051794,0.038712,0.07049,0.564138,0.669778,0.46023,9.628,10.692,8.176,91863.956,37879.634,53984.322,0,1
"CAN","Canada","(1980,1985]",1983,79,0.062478,0.048464,0.083572,0.50596,0.617132,0.396952,8.618,9.518,7.32,76204.276,30468.794,45735.482,0,1
"CAN","Canada","(1980,1985]",1983,80,0.069458,0.054258,0.092972,0.475304,0.587928,0.36511,8.142,8.964,6.914,68039.122,26722.114,41317.008,0,1
"CAN","Canada","(1980,1985]",1983,81,0.075766,0.060282,0.10068,0.443406,0.55687,0.332678,7.694,8.438,6.542,60433.126,23162.726,37270.4,0,1
"CAN","Canada","(1980,1985]",1983,82,0.082386,0.06712,0.108128,0.41105,0.524302,0.3008,7.258,7.93,6.182,53778.09,19992.344,33785.746,0,1
"CAN","Canada","(1980,1985]",1983,83,0.09032,0.07463,0.118128,0.378538,0.49026,0.269966,6.838,7.444,5.83,47291.32,16997.268,30294.052,0,1
"CAN","Canada","(1980,1985]",1983,84,0.099282,0.08348,0.128782,0.345824,0.454994,0.239848,6.44,6.986,5.502,41997.078,14617.434,27379.644,0,1
"CAN","Canada","(1980,1985]",1983,85,0.107708,0.091194,0.140046,0.313116,0.418544,0.210822,6.056,6.548,5.188,36434.176,12327.894,24106.282,0,1
"CAN","Canada","(1980,1985]",1983,86,0.119256,0.103768,0.15082,0.281124,0.382048,0.183242,5.692,6.128,4.892,31840.802,10521.324,21319.478,0,1
"CAN","Canada","(1980,1985]",1983,87,0.129262,0.11431,0.160644,0.249506,0.34438,0.157558,5.35,5.746,4.61,27114.698,8785.08,18329.618,0,1
"CAN","Canada","(1980,1985]",1983,88,0.14058,0.122186,0.18062,0.219228,0.307156,0.134138,5.02,5.378,4.328,23088.806,7333.634,15755.172,0,1
"CAN","Canada","(1980,1985]",1983,89,0.153682,0.13717,0.190588,0.190436,0.271796,0.11191,4.702,5.018,4.086,19305.52,6039.7,13265.82,0,1
"CAN","Canada","(1980,1985]",1983,90,0.171078,0.153778,0.210416,0.163252,0.236896,0.092432,4.402,4.68,3.84,15869.54,4928.77,10940.77,0,1
"CAN","Canada","(1980,1985]",1983,91,0.186934,0.169714,0.226856,0.137528,0.203072,0.074838,4.13,4.374,3.626,12805.558,3912.676,8892.882,0,1
"CAN","Canada","(1985,1990]",1988,81,0.072726,0.057828,0.097274,0.47044,0.578742,0.361026,7.774,8.526,6.58,72993.108,27580.044,45413.064,0,1
"CAN","Canada","(1985,1990]",1988,82,0.080656,0.065542,0.106508,0.437442,0.546232,0.327552,7.324,8.002,6.204,65096.496,24041.316,41055.18,0,1
"CAN","Canada","(1985,1990]",1988,83,0.088004,0.072252,0.115942,0.403542,0.51158,0.294434,6.896,7.514,5.844,57747.736,20851.588,36896.148,0,1
"CAN","Canada","(1985,1990]",1988,84,0.097738,0.08092,0.12866,0.36953,0.475908,0.262174,6.486,7.038,5.5,50543.464,17856.842,32686.622,0,1
"CAN","Canada","(1985,1990]",1988,85,0.1056,0.089918,0.135644,0.335102,0.438902,0.230484,6.1,6.588,5.19,44136.958,15136.996,28999.962,0,1
"CAN","Canada","(1985,1990]",1988,86,0.116222,0.099464,0.149902,0.301506,0.401158,0.20121,5.724,6.158,4.872,37666.534,12511.546,25154.988,0,1
"CAN","Canada","(1985,1990]",1988,87,0.127388,0.109782,0.164772,0.268418,0.363174,0.173178,5.368,5.754,4.58,32088.396,10255.97,21832.426,0,1
"CAN","Canada","(1985,1990]",1988,88,0.139942,0.124036,0.175792,0.236288,0.325402,0.146832,5.032,5.364,4.314,26853.584,8224.334,18629.25,0,1
"CAN","Canada","(1985,1990]",1988,89,0.152674,0.136248,0.192138,0.205396,0.287406,0.12312,4.714,5.006,4.046,22524.442,6598.182,15926.26,0,1
"CAN","Canada","(1985,1990]",1988,90,0.167518,0.151632,0.208014,0.176272,0.250762,0.101554,4.408,4.664,3.802,18449.766,5207.488,13242.278,0,1
"CAN","Canada","(1985,1990]",1988,91,0.18723,0.16968,0.234518,0.149036,0.215426,0.082438,4.124,4.346,3.566,15024.656,4085.456,10939.2,0,1
"CAN","Canada","(1985,1990]",1988,92,0.202284,0.18668,0.246362,0.123538,0.181752,0.06515,3.874,4.06,3.38,11946.732,3146.236,8800.496,0,1
"CAN","Canada","(1990,1995]",1993,85,0.10346,0.08667,0.136586,0.360354,0.460254,0.256168,6.164,6.674,5.196,53368.042,17947.838,35420.204,0,1
"CAN","Canada","(1990,1995]",1993,88,0.136676,0.119038,0.17689,0.255984,0.343678,0.164098,5.066,5.422,4.292,33201.698,10138.384,23063.314,0,1
"CHE","Switzerland","(1875,1880]",1878,3,0.01468,0.014334,0.015024,0.750144,0.76792,0.733136,51.464,52.216,50.696,65588.6,32936.2,32652.4,0,1
"CHE","Switzerland","(1875,1880]",1878,6,0.007122,0.00683,0.00742,0.724252,0.741782,0.707488,50.26,51.01,49.488,59731,29890.4,29840.6,0,1
"CHE","Switzerland","(1880,1885]",1883,5,0.008142,0.00808,0.008204,0.76685,0.781584,0.752816,51.828,52.354,51.274,64783,32371.4,32411.6,0,1
"CHE","Switzerland","(1885,1890]",1888,2,0.015172,0.015244,0.015098,0.814416,0.82929,0.800162,53.492,54.014,52.934,64356,32219.2,32136.8,0,1
"CHE","Switzerland","(1885,1890]",1888,3,0.010792,0.010744,0.010842,0.802158,0.816752,0.788174,53.3,53.838,52.73,63721.2,31921.8,31799.4,0,1
"CHE","Switzerland","(1885,1890]",1888,4,0.008034,0.007764,0.008302,0.793548,0.808026,0.779674,52.874,53.414,52.298,63240.2,31686,31554.2,0,1
"CHE","Switzerland","(1885,1890]",1888,6,0.00549,0.005158,0.005822,0.782028,0.796494,0.768166,51.638,52.174,51.068,61950.4,30993.2,30957.2,0,1
"CHE","Switzerland","(1895,1900]",1898,4,0.005856,0.006062,0.00565,0.818282,0.832848,0.804294,55.272,56.088,54.412,68029,34083.2,33945.8,0,1
"CHE","Switzerland","(1895,1900]",1898,6,0.004042,0.003966,0.00412,0.809288,0.823428,0.795704,53.874,54.718,52.992,65551.4,32797.6,32753.8,0,1
"CHE","Switzerland","(1895,1900]",1898,7,0.003412,0.003336,0.00349,0.80602,0.820168,0.792434,53.092,53.934,52.208,64499.2,32292.4,32206.8,0,1
"CHE","Switzerland","(1950,1955]",1953,15,0.00053,0.00033,0.000728,0.959994,0.965302,0.954966,57.392,59.396,55.26,62407.2,31631.4,30775.8,0,1
"CHE","Switzerland","(1965,1970]",1968,33,0.00108,0.00063,0.001522,0.959916,0.97052,0.949742,42.322,44.696,39.81,83310.6,42159.2,41151.4,0,1
"CHE","Switzerland","(1965,1970]",1968,44,0.002586,0.001774,0.003442,0.9425,0.957984,0.92745,31.99,34.196,29.612,74827.4,36372.4,38455,0,1
"CHE","Switzerland","(1970,1975]",1973,34,0.001036,0.00074,0.00132,0.963332,0.974146,0.952812,42.386,44.9,39.718,87013.4,44321.8,42691.6,0,1
"CHE","Switzerland","(1970,1975]",1973,38,0.001418,0.000944,0.00188,0.958878,0.970848,0.947278,38.572,41.044,35.938,83317,42149.6,41167.4,0,1
"CHE","Switzerland","(1975,1980]",1978,38,0.001394,0.000936,0.00184,0.96413,0.97549,0.953042,39.522,42.218,36.656,84636.2,42757.4,41878.8,0,1
"CHE","Switzerland","(1975,1980]",1978,39,0.001396,0.000986,0.0018,0.962786,0.974576,0.951292,38.578,41.256,35.722,82938.4,41820.8,41117.6,0,1
"CHE","Switzerland","(1975,1980]",1978,41,0.001684,0.001138,0.002226,0.959974,0.972616,0.947658,36.686,39.338,33.856,81449,41047.2,40401.8,0,1
"CHE","Switzerland","(1975,1980]",1978,42,0.001808,0.001326,0.002278,0.958356,0.971508,0.945552,35.748,38.382,32.93,80798.6,40609,40189.6,0,1
